"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","Quadrat_Number","TSN","Latin_Name","Exotic","Percent_Cover","TaxonCode"
"APCO-004","APCO","APCO",NA,1,1,"MIDN","2007",20070521,"A2",23571,"Vaccinium",0,17.5,NA
"APCO-004","APCO","APCO",NA,1,1,"MIDN","2007",20070521,"A8",43340,"Smilax",0,1.5,NA
"APCO-004","APCO","APCO",NA,1,1,"MIDN","2007",20070521,"AA",23571,"Vaccinium",0,3.5,NA
"APCO-004","APCO","APCO",NA,1,1,"MIDN","2007",20070521,"B2",23571,"Vaccinium",0,1.5,NA
"APCO-004","APCO","APCO",NA,2,1,"MIDN","2011",20110810,"A2",23615,"Vaccinium stamineum",0,3.5,NA
"APCO-004","APCO","APCO",NA,2,1,"MIDN","2011",20110810,"AA",23571,"Vaccinium",0,1.5,NA
"APCO-004","APCO","APCO",NA,2,1,"MIDN","2011",20110810,"B2",23571,"Vaccinium",0,0.1,NA
"APCO-004","APCO","APCO",NA,2,1,"MIDN","2011",20110810,"BB",43342,"Smilax glauca",0,0.1,NA
"APCO-004","APCO","APCO",NA,2,1,"MIDN","2011",20110810,"C5",39357,"Cyperaceae",0,0.1,NA
"APCO-004","APCO","APCO",NA,3,1,"MIDN","2015",20150804,"A2",23615,"Vaccinium stamineum",0,1.5,NA
"APCO-004","APCO","APCO",NA,3,1,"MIDN","2015",20150804,"A8",43342,"Smilax glauca",0,0.1,NA
"APCO-004","APCO","APCO",NA,3,1,"MIDN","2015",20150804,"B2",23571,"Vaccinium",0,0.1,NA
"APCO-004","APCO","APCO",NA,3,1,"MIDN","2015",20150804,"C5",39357,"Cyperaceae",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"A2",-9999999947,"Quercus (Red group)",0,3.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"A2",19223,"Carya",0,3.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"A2",23615,"Vaccinium stamineum",0,1.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"A2",27821,"Nyssa sylvatica",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"A2",28728,"Acer rubrum",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"A5",-9999999948,"Quercus (White group)",0,1.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"A5",28728,"Acer rubrum",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"A8",-9999999947,"Quercus (Red group)",0,1.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"A8",28728,"Acer rubrum",0,1.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"A8",43342,"Smilax glauca",0,1.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"AA",-9999999947,"Quercus (Red group)",0,1.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"AA",27821,"Nyssa sylvatica",0,3.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"B2",24764,"Prunus serotina",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"B2",27821,"Nyssa sylvatica",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"B2",28728,"Acer rubrum",0,3.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"B5",19223,"Carya",0,7.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"B5",27821,"Nyssa sylvatica",0,7.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"B5",28728,"Acer rubrum",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"B8",-9999999947,"Quercus (Red group)",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"B8",23615,"Vaccinium stamineum",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"B8",24764,"Prunus serotina",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"B8",27821,"Nyssa sylvatica",0,1.5,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"B8",28728,"Acer rubrum",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"BB",-9999999947,"Quercus (Red group)",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"BB",27821,"Nyssa sylvatica",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"BB",28728,"Acer rubrum",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"BB",43342,"Smilax glauca",0,0.1,NA
"APCO-004","APCO","APCO",NA,NA,1,"MIDN","2019",20190731,"C2",-9999999947,"Quercus (Red group)",0,7.5,NA
